trade_id,timestamp,symbol,book,direction,side,price,qty,notional,fee,slippage,reason,realized_pnl,equity_after,cycle_id
1,2026-06-07 20:00:00+00:00,BTC_USDT,long,long,buy,61884.68785,0.00030000000000000003,18.565406355000004,0.0009282703177500003,6.187850000002072,mart_open,0.0,2329.997215374682,0
2,2026-06-07 20:00:00+00:00,BTC_USDT,short,short,sell,61872.31215,0.00030000000000000003,18.561693645000002,0.0009280846822500001,6.187850000002072,mart_open,0.0,2329.9944309350003,0
3,2026-06-07 22:00:00+00:00,BTC_USDT,long,long,sell,62373.52737626473,0.00030000000000000003,18.71205821287942,0.000935602910643971,6.237976535281632,mart_tp,0.14571625496877122,2329.8433835449687,1
4,2026-06-07 22:00:00+00:00,BTC_USDT,short,short,sell,62484.786167972845,0.0004,24.99391446718914,0.001249695723359457,6.249103527152329,mart_add,0.0,2329.6864883164344,0
5,2026-06-07 23:00:00+00:00,BTC_USDT,long,long,buy,63337.43311,0.00030000000000000003,19.001229933,0.0009500614966500001,6.333109999999579,mart_open,0.0,2329.363598321938,1
6,2026-06-07 23:00:00+00:00,BTC_USDT,short,short,sell,63103.323066249606,0.0007,44.17232614637472,0.002208616307318736,6.3109634029679,mart_add,0.0,2329.2019458520053,0
7,2026-06-08 00:00:00+00:00,BTC_USDT,long,long,funding,63331.1,0.00030000000000000003,18.99933,0.0,0.0,funding,-0.0018999330000000001,2329.2000459190053,1
8,2026-06-08 00:00:00+00:00,BTC_USDT,short,short,funding,63331.1,0.0014000000000000002,88.66354000000001,0.0,0.0,funding,0.008866354000000002,2329.2089122730054,0
9,2026-06-08 00:00:00+00:00,BTC_USDT,long,long,sell,63837.74816162251,0.00030000000000000003,19.151324448486754,0.0009575662224243377,6.384413257488632,mart_tp,0.1491369492643299,2328.92916915527,2
10,2026-06-08 00:00:00+00:00,BTC_USDT,short,short,sell,63727.98286128241,0.001,63.72798286128241,0.003186399143064121,6.373435629691812,mart_add,0.0,2329.015165617409,0
11,2026-06-08 01:00:00+00:00,BTC_USDT,long,long,buy,63218.521219999995,0.00030000000000000003,18.965556366,0.0009482778183000001,6.321219999997993,mart_open,0.0,2330.0361609735905,2
12,2026-06-08 05:00:00+00:00,BTC_USDT,long,long,buy,62592.59464140078,0.0004,25.037037856560314,0.0012518518928280157,6.25863360078074,mart_add,0.0,2331.0441812651375,2
13,2026-06-08 05:00:00+00:00,BTC_USDT,short,short,buy,62608.03925411074,0.0024000000000000002,150.2592942098658,0.0075129647104932905,6.260177907621255,mart_tp,1.1891099452699838,2331.4116940905615,1
14,2026-06-08 06:00:00+00:00,BTC_USDT,short,short,sell,62985.7008,0.00030000000000000003,18.89571024,0.000944785512,6.299200000001292,mart_open,0.0,2331.568249545049,1
