symbol,window,range_down_pct,range_up_pct,grid_count,move,sells_only,n_prints,first_px,last_px,arb,n_win,n_loss,grid_profit,mtm,net,equity,max_dd_pct,shifts,n_base,end_quote,inv,gap
SNXX3S_USDT,full,0.0,0.1,20,none,False,27829,1.0107,0.010265,19,19,0,94.0367,0.0,94.0367,2094.0367,0.171116,0,19,2094.0367,0.0,-0.0
SNXX3S_USDT,late,0.0,0.1,20,none,False,13950,0.01135,0.010265,19,19,0,94.0367,0.0,94.0367,2094.0367,0.452542,0,19,2094.0367,0.0,0.0
SOXL3L_USDT,late,0.0,0.1,20,none,False,30577,0.01701,0.01545,19,19,0,94.0367,0.0,94.0367,2094.0367,0.040458,0,19,2094.0367,0.0,-0.0
SOXL3S_USDT,late,0.0,0.1,20,none,False,33373,3.5857,0.8326,19,19,0,94.0367,0.0,94.0367,2094.0367,0.223598,0,19,2094.0367,0.0,0.0
SOXL3S_USDT,full,0.0,0.1,20,none,False,62331,1.01083,0.8326,19,19,0,94.0367,0.0,94.0367,2094.0367,0.099965,0,19,2094.0367,0.0,0.0
SOXL3L_USDT,full,0.0,0.1,20,none,False,71701,1.00644,0.01545,16,16,0,67.1917,-295.3947,-228.2795,1771.7205,0.153708,0,19,1767.1152,4.6053,0.0
SNXX3L_USDT,late,0.0,0.1,20,none,True,19375,2.60438,1.0969,19,19,0,94.0367,0.0,94.0367,2094.0367,0.015004,0,19,2094.0367,0.0,-0.0
SNXX3L_USDT,full,0.0,0.1,20,none,True,37108,1.00171,1.0969,19,19,0,94.0367,0.0,94.0367,2094.0367,0.04123,0,19,2094.0367,0.0,-0.0
SNXX3S_USDT,late,0.0,0.1,20,none,True,13950,0.01135,0.010265,19,19,0,94.0367,0.0,94.0367,2094.0367,0.452542,0,19,2094.0367,0.0,0.0
SOXL3L_USDT,late,0.0,0.1,20,none,True,30577,0.01701,0.01545,19,19,0,94.0367,0.0,94.0367,2094.0367,0.040458,0,19,2094.0367,0.0,-0.0
SOXL3S_USDT,late,0.0,0.1,20,none,True,33373,3.5857,0.8326,19,19,0,94.0367,0.0,94.0367,2094.0367,0.223598,0,19,2094.0367,0.0,0.0
SNXX3S_USDT,full,0.0,0.1,20,none,True,27829,1.0107,0.010265,19,19,0,94.0367,0.0,94.0367,2094.0367,0.171116,0,19,2094.0367,0.0,-0.0
SOXL3S_USDT,full,0.0,0.1,20,none,True,62331,1.01083,0.8326,19,19,0,94.0367,0.0,94.0367,2094.0367,0.099965,0,19,2094.0367,0.0,0.0
SOXL3L_USDT,full,0.0,0.1,20,none,True,71701,1.00644,0.01545,16,16,0,67.1917,-295.3947,-228.2795,1771.7205,0.153708,0,19,1767.1152,4.6053,0.0
SNXX3L_USDT,late,0.0,0.1,20,up,False,19375,2.60438,1.0969,338,338,0,197.1051,-1555.5231,-1358.9221,641.0779,0.80166,115,19,96.6011,544.4769,-0.0
SNXX3S_USDT,late,0.0,0.1,20,up,False,13950,0.01135,0.010265,366,366,0,219.6141,-908.8176,-689.7075,1310.2925,0.492166,109,19,119.1101,1191.1824,0.0
SNXX3S_USDT,full,0.0,0.1,20,up,False,27829,1.0107,0.010265,54,54,0,106.4422,-2084.0155,-1978.0773,21.9227,0.993211,57,19,5.9382,15.9845,-0.0
SNXX3L_USDT,full,0.0,0.1,20,up,False,37108,1.00171,1.0969,1015,1015,0,254.4143,-1565.8138,-1311.9035,688.0965,0.793452,651,19,153.9103,534.1862,-0.0
SOXL3L_USDT,late,0.0,0.1,20,up,False,30577,0.01701,0.01545,1251,1251,0,364.4894,-1416.2609,-1052.2755,947.7245,0.643564,348,19,263.9854,683.7391,-0.0
SOXL3S_USDT,late,0.0,0.1,20,up,False,33373,3.5857,0.8326,63,63,0,112.4796,-1648.1444,-1536.1688,463.8312,0.883058,6,19,11.9756,451.8556,0.0
SOXL3L_USDT,full,0.0,0.1,20,up,False,71701,1.00644,0.01545,16,16,0,67.1917,-295.3947,-228.2795,1771.7205,0.153708,0,19,1767.1152,4.6053,0.0
SOXL3S_USDT,full,0.0,0.1,20,up,False,62331,1.01083,0.8326,1456,1456,0,377.5073,-1663.1747,-1286.1714,713.8286,0.78847,582,19,277.0033,436.8253,-0.0
SNXX3L_USDT,late,0.0,0.1,20,up,True,19375,2.60438,1.0969,19,19,0,94.0367,0.0,94.0367,2094.0367,0.015004,115,19,2094.0367,0.0,-0.0
SNXX3L_USDT,full,0.0,0.1,20,up,True,37108,1.00171,1.0969,19,19,0,94.0367,0.0,94.0367,2094.0367,0.04123,651,19,2094.0367,0.0,-0.0
SOXL3L_USDT,late,0.0,0.1,20,up,True,30577,0.01701,0.01545,19,19,0,94.0367,0.0,94.0367,2094.0367,0.040458,348,19,2094.0367,0.0,-0.0
SNXX3S_USDT,full,0.0,0.1,20,up,True,27829,1.0107,0.010265,19,19,0,94.0367,0.0,94.0367,2094.0367,0.171116,57,19,2094.0367,0.0,-0.0
SOXL3S_USDT,late,0.0,0.1,20,up,True,33373,3.5857,0.8326,19,19,0,94.0367,0.0,94.0367,2094.0367,0.223598,6,19,2094.0367,0.0,0.0
SNXX3S_USDT,late,0.0,0.1,20,up,True,13950,0.01135,0.010265,19,19,0,94.0367,0.0,94.0367,2094.0367,0.452542,109,19,2094.0367,0.0,0.0
SOXL3L_USDT,full,0.0,0.1,20,up,True,71701,1.00644,0.01545,16,16,0,67.1917,-295.3947,-228.2795,1771.7205,0.153708,0,19,1767.1152,4.6053,0.0
SOXL3S_USDT,full,0.0,0.1,20,up,True,62331,1.01083,0.8326,19,19,0,94.0367,0.0,94.0367,2094.0367,0.099965,582,19,2094.0367,0.0,0.0
SNXX3L_USDT,late,0.0,0.1,20,both,False,19375,2.60438,1.0969,993,707,286,-1868.3293,-7.434,-1875.7874,124.2126,0.941183,977,19,31.6467,92.566,-0.0
SNXX3S_USDT,late,0.0,0.1,20,both,False,13950,0.01135,0.010265,1398,1018,380,-1899.028,0.0,-1899.028,100.972,0.950127,1952,19,100.972,0.0,0.0
SNXX3S_USDT,full,0.0,0.1,20,both,False,27829,1.0107,0.010265,315,132,183,-1725.3284,0.0,-1725.3284,274.6716,0.871191,846,19,274.6716,0.0,-0.0
SOXL3S_USDT,late,0.0,0.1,20,both,False,33373,3.5857,0.8326,668,440,228,-1572.7969,-39.1306,-1612.0236,387.9764,0.816307,545,19,27.1071,360.8694,-0.0
SNXX3L_USDT,full,0.0,0.1,20,both,False,37108,1.00171,1.0969,510,287,223,-1901.5969,0.0,-1901.5969,98.4031,0.9528,12757,19,98.4031,0.0,0.0
SOXL3L_USDT,late,0.0,0.1,20,both,False,30577,0.01701,0.01545,1193,851,342,-1905.317,0.0,-1905.317,94.683,0.953887,6137,19,94.683,0.0,-0.0
SOXL3L_USDT,full,0.0,0.1,20,both,False,71701,1.00644,0.01545,687,469,218,-1523.5986,0.0,-1523.5986,476.4014,0.771728,563,19,476.4014,0.0,0.0
SOXL3S_USDT,full,0.0,0.1,20,both,False,62331,1.01083,0.8326,985,632,353,-1901.1109,0.0,-1901.1109,98.8891,0.950543,14695,19,98.8891,0.0,0.0
SNXX3L_USDT,late,0.0,0.1,20,both,True,19375,2.60438,1.0969,19,15,4,50.0473,0.0,50.0473,2050.0473,0.014751,977,19,2050.0473,0.0,-0.0
SNXX3L_USDT,full,0.0,0.1,20,both,True,37108,1.00171,1.0969,19,12,7,24.5534,0.0,24.5534,2024.5534,0.029481,12757,19,2024.5534,0.0,-0.0
SOXL3S_USDT,late,0.0,0.1,20,both,True,33373,3.5857,0.8326,19,3,16,-95.4178,0.0,-95.4178,1904.5822,0.057971,545,19,1904.5822,0.0,0.0
SNXX3S_USDT,full,0.0,0.1,20,both,True,27829,1.0107,0.010265,19,1,18,-69.9239,0.0,-69.9239,1930.0761,0.04792,846,19,1930.0761,0.0,-0.0
SOXL3L_USDT,late,0.0,0.1,20,both,True,30577,0.01701,0.01545,19,8,11,1.059,0.0,1.059,2001.059,0.032266,6137,19,2001.059,0.0,-0.0
SNXX3S_USDT,late,0.0,0.1,20,both,True,13950,0.01135,0.010265,19,2,17,-61.426,0.0,-61.426,1938.574,0.040788,1952,19,1938.574,0.0,0.0
SOXL3L_USDT,full,0.0,0.1,20,both,True,71701,1.00644,0.01545,19,16,3,35.5507,0.0,35.5507,2035.5507,0.028246,563,19,2035.5507,0.0,0.0
SOXL3S_USDT,full,0.0,0.1,20,both,True,62331,1.01083,0.8326,19,0,19,-80.9213,0.0,-80.9213,1919.0787,0.041941,14695,19,1919.0787,0.0,0.0
SNXX3L_USDT,late,0.0,0.15,10,none,False,19375,2.60438,1.0969,9,9,0,134.0766,0.0,134.0766,2134.0766,0.02402,0,9,2134.0766,0.0,0.0
SNXX3L_USDT,full,0.0,0.15,10,none,False,37108,1.00171,1.0969,9,9,0,134.0766,0.0,134.0766,2134.0766,0.058623,0,9,2134.0766,0.0,-0.0
SNXX3S_USDT,late,0.0,0.15,10,none,False,13950,0.01135,0.010265,9,9,0,134.0766,0.0,134.0766,2134.0766,0.47925,0,9,2134.0766,0.0,0.0
SNXX3S_USDT,full,0.0,0.15,10,none,False,27829,1.0107,0.010265,9,9,0,134.0766,0.0,134.0766,2134.0766,0.22751,0,9,2134.0766,0.0,-0.0
SOXL3L_USDT,late,0.0,0.15,10,none,False,30577,0.01701,0.01545,9,9,0,134.0766,0.0,134.0766,2134.0766,0.05141,0,9,2134.0766,0.0,0.0
SOXL3S_USDT,late,0.0,0.15,10,none,False,33373,3.5857,0.8326,8,8,0,107.1821,-153.56,-46.4289,1953.5711,0.236779,0,9,1907.1311,46.44,-0.0
SOXL3S_USDT,full,0.0,0.15,10,none,False,62331,1.01083,0.8326,9,9,0,134.0766,0.0,134.0766,2134.0766,0.094702,0,9,2134.0766,0.0,-0.0
SOXL3L_USDT,full,0.0,0.15,10,none,False,71701,1.00644,0.01545,5,5,0,44.4942,-787.7191,-743.4289,1256.5711,0.406282,0,9,1244.2902,12.2809,-0.0
SNXX3L_USDT,late,0.0,0.15,10,none,True,19375,2.60438,1.0969,9,9,0,134.0766,0.0,134.0766,2134.0766,0.02402,0,9,2134.0766,0.0,0.0
SNXX3L_USDT,full,0.0,0.15,10,none,True,37108,1.00171,1.0969,9,9,0,134.0766,0.0,134.0766,2134.0766,0.058623,0,9,2134.0766,0.0,-0.0
SNXX3S_USDT,late,0.0,0.15,10,none,True,13950,0.01135,0.010265,9,9,0,134.0766,0.0,134.0766,2134.0766,0.47925,0,9,2134.0766,0.0,0.0
SOXL3L_USDT,late,0.0,0.15,10,none,True,30577,0.01701,0.01545,9,9,0,134.0766,0.0,134.0766,2134.0766,0.05141,0,9,2134.0766,0.0,0.0
SNXX3S_USDT,full,0.0,0.15,10,none,True,27829,1.0107,0.010265,9,9,0,134.0766,0.0,134.0766,2134.0766,0.22751,0,9,2134.0766,0.0,-0.0
SOXL3S_USDT,late,0.0,0.15,10,none,True,33373,3.5857,0.8326,8,8,0,107.1821,-153.56,-46.4289,1953.5711,0.236779,0,9,1907.1311,46.44,-0.0
SOXL3S_USDT,full,0.0,0.15,10,none,True,62331,1.01083,0.8326,9,9,0,134.0766,0.0,134.0766,2134.0766,0.094702,0,9,2134.0766,0.0,-0.0
SOXL3L_USDT,full,0.0,0.15,10,none,True,71701,1.00644,0.01545,5,5,0,44.4942,-787.7191,-743.4289,1256.5711,0.406282,0,9,1244.2902,12.2809,-0.0
SNXX3L_USDT,late,0.0,0.15,10,up,False,19375,2.60438,1.0969,100,100,0,322.1336,-1620.3745,-1298.7689,701.2311,0.790611,35,9,121.6056,579.6255,0.0
SNXX3S_USDT,late,0.0,0.15,10,up,False,13950,0.01135,0.010265,77,77,0,281.9016,-931.5218,-650.1482,1349.8518,0.491357,33,9,81.3736,1268.4782,-0.0
SNXX3L_USDT,full,0.0,0.15,10,up,False,37108,1.00171,1.0969,438,438,0,636.6659,-1635.7476,-999.6097,1000.3903,0.74609,213,9,436.1379,564.2524,-0.0
SNXX3S_USDT,full,0.0,0.15,10,up,False,27829,1.0107,0.010265,20,20,0,159.7651,-1984.4476,-1825.1625,174.8375,0.922482,15,9,159.2851,15.5524,-0.0
SOXL3S_USDT,late,0.0,0.15,10,up,False,33373,3.5857,0.8326,8,8,0,107.1821,-153.56,-46.4289,1953.5711,0.236779,0,9,1907.1311,46.44,-0.0
SOXL3L_USDT,late,0.0,0.15,10,up,False,30577,0.01701,0.01545,489,489,0,853.3517,-1474.4722,-621.6485,1378.3515,0.555401,112,9,652.8237,725.5278,0.0
SOXL3L_USDT,full,0.0,0.15,10,up,False,71701,1.00644,0.01545,5,5,0,44.4942,-787.7191,-743.4289,1256.5711,0.406282,0,9,1244.2902,12.2809,-0.0
SOXL3S_USDT,full,0.0,0.15,10,up,False,62331,1.01083,0.8326,625,625,0,968.1316,-1738.2523,-770.6487,1229.3513,0.66054,190,9,767.6036,461.7477,-0.0
SNXX3L_USDT,late,0.0,0.15,10,up,True,19375,2.60438,1.0969,9,9,0,134.0766,0.0,134.0766,2134.0766,0.02402,35,9,2134.0766,0.0,0.0
SNXX3L_USDT,full,0.0,0.15,10,up,True,37108,1.00171,1.0969,9,9,0,134.0766,0.0,134.0766,2134.0766,0.058623,213,9,2134.0766,0.0,-0.0
SOXL3L_USDT,late,0.0,0.15,10,up,True,30577,0.01701,0.01545,9,9,0,134.0766,0.0,134.0766,2134.0766,0.05141,112,9,2134.0766,0.0,0.0
SNXX3S_USDT,full,0.0,0.15,10,up,True,27829,1.0107,0.010265,9,9,0,134.0766,0.0,134.0766,2134.0766,0.22751,15,9,2134.0766,0.0,-0.0
SOXL3S_USDT,late,0.0,0.15,10,up,True,33373,3.5857,0.8326,8,8,0,107.1821,-153.56,-46.4289,1953.5711,0.236779,0,9,1907.1311,46.44,-0.0
SNXX3S_USDT,late,0.0,0.15,10,up,True,13950,0.01135,0.010265,9,9,0,134.0766,0.0,134.0766,2134.0766,0.47925,33,9,2134.0766,0.0,0.0
SOXL3S_USDT,full,0.0,0.15,10,up,True,62331,1.01083,0.8326,9,9,0,134.0766,0.0,134.0766,2134.0766,0.094702,190,9,2134.0766,0.0,-0.0
SOXL3L_USDT,full,0.0,0.15,10,up,True,71701,1.00644,0.01545,5,5,0,44.4942,-787.7191,-743.4289,1256.5711,0.406282,0,9,1244.2902,12.2809,-0.0
SNXX3L_USDT,late,0.0,0.15,10,both,False,19375,2.60438,1.0969,231,136,95,-1696.2062,-10.7078,-1706.962,293.038,0.86632,215,9,103.7458,189.2922,0.0
SNXX3S_USDT,late,0.0,0.15,10,both,False,13950,0.01135,0.010265,372,228,144,-1740.9089,0.0,-1740.9089,259.0911,0.872597,448,9,259.0911,0.0,-0.0
SNXX3S_USDT,full,0.0,0.15,10,both,False,27829,1.0107,0.010265,133,56,77,-1551.0603,0.0,-1551.0603,448.9397,0.790314,228,9,448.9397,0.0,0.0
SNXX3L_USDT,full,0.0,0.15,10,both,False,37108,1.00171,1.0969,167,84,83,-1799.4432,0.0,-1799.4432,200.5568,0.904229,3026,9,200.5568,0.0,0.0
SOXL3L_USDT,late,0.0,0.15,10,both,False,30577,0.01701,0.01545,553,374,179,-1800.221,0.0,-1800.221,199.779,0.907157,1405,9,199.779,0.0,0.0
SOXL3S_USDT,late,0.0,0.15,10,both,False,33373,3.5857,0.8326,125,51,74,-849.2725,0.0,-849.2725,1150.7275,0.474641,130,9,1150.7275,0.0,0.0
SOXL3L_USDT,full,0.0,0.15,10,both,False,71701,1.00644,0.01545,140,73,67,-1582.6753,0.0,-1582.6753,417.3247,0.812725,135,9,417.3247,0.0,-0.0
SOXL3S_USDT,full,0.0,0.15,10,both,False,62331,1.01083,0.8326,564,358,206,-1804.8626,0.0,-1804.8626,195.1374,0.902409,3516,9,195.1374,0.0,0.0
SNXX3L_USDT,late,0.0,0.15,10,both,True,19375,2.60438,1.0969,9,9,0,134.0766,0.0,134.0766,2134.0766,0.02402,215,9,2134.0766,0.0,0.0
SNXX3L_USDT,full,0.0,0.15,10,both,True,37108,1.00171,1.0969,9,4,5,-0.891,0.0,-0.891,1999.109,0.048576,3026,9,1999.109,0.0,0.0
SNXX3S_USDT,full,0.0,0.15,10,both,True,27829,1.0107,0.010265,9,0,9,-63.8759,0.0,-63.8759,1936.1241,0.046737,228,9,1936.1241,0.0,-0.0
SOXL3S_USDT,late,0.0,0.15,10,both,True,33373,3.5857,0.8326,9,0,9,-156.8536,0.0,-156.8536,1843.1464,0.090124,130,9,1843.1464,0.0,-0.0
SOXL3L_USDT,late,0.0,0.15,10,both,True,30577,0.01701,0.01545,9,5,4,14.1054,0.0,14.1054,2014.1054,0.049469,1405,9,2014.1054,0.0,0.0
SNXX3S_USDT,late,0.0,0.15,10,both,True,13950,0.01135,0.010265,9,0,9,-138.8579,0.0,-138.8579,1861.1421,0.082846,448,9,1861.1421,0.0,0.0
SOXL3L_USDT,full,0.0,0.15,10,both,True,71701,1.00644,0.01545,9,5,4,-225.837,0.0,-225.837,1774.163,0.168527,135,9,1774.163,0.0,-0.0
SOXL3S_USDT,full,0.0,0.15,10,both,True,62331,1.01083,0.8326,9,0,9,-99.8672,0.0,-99.8672,1900.1328,0.064708,3516,9,1900.1328,0.0,0.0
SNXX3L_USDT,late,0.0,0.15,20,none,False,19375,2.60438,1.0969,19,19,0,141.5253,0.0,141.5253,2141.5253,0.026971,0,19,2141.5253,0.0,-0.0
SNXX3L_USDT,full,0.0,0.15,20,none,False,37108,1.00171,1.0969,19,19,0,141.5253,0.0,141.5253,2141.5253,0.064386,0,19,2141.5253,0.0,-0.0
SNXX3S_USDT,late,0.0,0.15,20,none,False,13950,0.01135,0.010265,19,19,0,141.5253,0.0,141.5253,2141.5253,0.479084,0,19,2141.5253,0.0,-0.0
SNXX3S_USDT,full,0.0,0.15,20,none,False,27829,1.0107,0.010265,19,19,0,141.5253,0.0,141.5253,2141.5253,0.246136,0,19,2141.5253,0.0,-0.0
SOXL3L_USDT,late,0.0,0.15,20,none,False,30577,0.01701,0.01545,19,19,0,141.5253,0.0,141.5253,2141.5253,0.051355,0,19,2141.5253,0.0,-0.0
SOXL3S_USDT,late,0.0,0.15,20,none,False,33373,3.5857,0.8326,17,17,0,113.881,-153.56,-39.73,1960.27,0.236697,0,19,1913.83,46.44,0.0
SOXL3S_USDT,full,0.0,0.15,20,none,False,62331,1.01083,0.8326,19,19,0,141.5253,0.0,141.5253,2141.5253,0.099965,0,19,2141.5253,0.0,0.0
SOXL3L_USDT,full,0.0,0.15,20,none,False,71701,1.00644,0.01545,11,11,0,48.9436,-787.7191,-738.9795,1261.0205,0.405427,0,19,1248.7396,12.2809,0.0
SNXX3L_USDT,late,0.0,0.15,20,none,True,19375,2.60438,1.0969,19,19,0,141.5253,0.0,141.5253,2141.5253,0.026971,0,19,2141.5253,0.0,-0.0
SNXX3L_USDT,full,0.0,0.15,20,none,True,37108,1.00171,1.0969,19,19,0,141.5253,0.0,141.5253,2141.5253,0.064386,0,19,2141.5253,0.0,-0.0
SNXX3S_USDT,full,0.0,0.15,20,none,True,27829,1.0107,0.010265,19,19,0,141.5253,0.0,141.5253,2141.5253,0.246136,0,19,2141.5253,0.0,-0.0
SOXL3L_USDT,late,0.0,0.15,20,none,True,30577,0.01701,0.01545,19,19,0,141.5253,0.0,141.5253,2141.5253,0.051355,0,19,2141.5253,0.0,-0.0
SNXX3S_USDT,late,0.0,0.15,20,none,True,13950,0.01135,0.010265,19,19,0,141.5253,0.0,141.5253,2141.5253,0.479084,0,19,2141.5253,0.0,-0.0
SOXL3S_USDT,late,0.0,0.15,20,none,True,33373,3.5857,0.8326,17,17,0,113.881,-153.56,-39.73,1960.27,0.236697,0,19,1913.83,46.44,0.0
SOXL3S_USDT,full,0.0,0.15,20,none,True,62331,1.01083,0.8326,19,19,0,141.5253,0.0,141.5253,2141.5253,0.099965,0,19,2141.5253,0.0,0.0
SOXL3L_USDT,full,0.0,0.15,20,none,True,71701,1.00644,0.01545,11,11,0,48.9436,-787.7191,-738.9795,1261.0205,0.405427,0,19,1248.7396,12.2809,0.0
SNXX3L_USDT,late,0.0,0.15,20,up,False,19375,2.60438,1.0969,246,246,0,253.6931,-1546.7617,-1293.5726,706.4274,0.778099,70,19,153.1891,553.2383,0.0
SOXL3S_USDT,late,0.0,0.15,20,up,False,33373,3.5857,0.8326,17,17,0,113.881,-153.56,-39.73,1960.27,0.236697,0,19,1913.83,46.44,0.0
SNXX3S_USDT,full,0.0,0.15,20,up,False,27829,1.0107,0.010265,49,49,0,158.402,-2083.668,-1925.77,74.23,0.969209,31,19,57.898,16.332,-0.0
SNXX3S_USDT,late,0.0,0.15,20,up,False,13950,0.01135,0.010265,187,187,0,230.0625,-889.2722,-659.7137,1340.2863,0.48121,66,19,129.5585,1210.7278,-0.0
SNXX3L_USDT,full,0.0,0.15,20,up,False,37108,1.00171,1.0969,975,975,0,398.4783,-1562.3455,-1164.3712,835.6288,0.755503,427,19,297.9743,537.6545,0.0
SOXL3L_USDT,late,0.0,0.15,20,up,False,30577,0.01701,0.01545,1165,1165,0,540.5814,-1409.3491,-869.2716,1130.7284,0.596411,225,19,440.0774,690.6509,0.0
SOXL3L_USDT,full,0.0,0.15,20,up,False,71701,1.00644,0.01545,11,11,0,48.9436,-787.7191,-738.9795,1261.0205,0.405427,0,19,1248.7396,12.2809,0.0
SNXX3L_USDT,late,0.0,0.15,20,up,True,19375,2.60438,1.0969,19,19,0,141.5253,0.0,141.5253,2141.5253,0.026971,70,19,2141.5253,0.0,-0.0
SOXL3S_USDT,full,0.0,0.15,20,up,False,62331,1.01083,0.8326,1412,1412,0,586.9293,-1660.087,-1073.6617,926.3383,0.723832,381,19,486.4253,439.913,0.0
SNXX3L_USDT,full,0.0,0.15,20,up,True,37108,1.00171,1.0969,19,19,0,141.5253,0.0,141.5253,2141.5253,0.064386,427,19,2141.5253,0.0,-0.0
SOXL3L_USDT,late,0.0,0.15,20,up,True,30577,0.01701,0.01545,19,19,0,141.5253,0.0,141.5253,2141.5253,0.051355,225,19,2141.5253,0.0,-0.0
SOXL3S_USDT,late,0.0,0.15,20,up,True,33373,3.5857,0.8326,17,17,0,113.881,-153.56,-39.73,1960.27,0.236697,0,19,1913.83,46.44,0.0
SNXX3S_USDT,full,0.0,0.15,20,up,True,27829,1.0107,0.010265,19,19,0,141.5253,0.0,141.5253,2141.5253,0.246136,31,19,2141.5253,0.0,-0.0
SNXX3S_USDT,late,0.0,0.15,20,up,True,13950,0.01135,0.010265,19,19,0,141.5253,0.0,141.5253,2141.5253,0.479084,66,19,2141.5253,0.0,-0.0
SOXL3S_USDT,full,0.0,0.15,20,up,True,62331,1.01083,0.8326,19,19,0,141.5253,0.0,141.5253,2141.5253,0.099965,381,19,2141.5253,0.0,0.0
SOXL3L_USDT,full,0.0,0.15,20,up,True,71701,1.00644,0.01545,11,11,0,48.9436,-787.7191,-738.9795,1261.0205,0.405427,0,19,1248.7396,12.2809,0.0
SNXX3L_USDT,late,0.0,0.15,20,both,False,19375,2.60438,1.0969,598,412,186,-1741.0383,-12.2765,-1753.3628,246.6372,0.885494,447,19,58.9137,187.7235,-0.0
SNXX3S_USDT,full,0.0,0.15,20,both,False,27829,1.0107,0.010265,278,143,135,-1576.1638,0.0,-1576.1638,423.8362,0.79028,464,19,423.8362,0.0,-0.0
SNXX3L_USDT,full,0.0,0.15,20,both,False,37108,1.00171,1.0969,392,220,172,-1900.2028,0.0,-1900.2028,99.7972,0.952414,6263,19,99.7972,0.0,-0.0
SOXL3S_USDT,late,0.0,0.15,20,both,False,33373,3.5857,0.8326,396,260,136,-552.7671,-85.8563,-638.8154,1361.1846,0.546564,269,19,647.0409,714.1437,-0.0
SNXX3S_USDT,late,0.0,0.15,20,both,False,13950,0.01135,0.010265,848,598,250,-1837.3381,0.0,-1837.3381,162.6619,0.919894,935,19,162.6619,0.0,-0.0
SOXL3L_USDT,late,0.0,0.15,20,both,False,30577,0.01701,0.01545,1155,846,309,-1900.1282,0.0,-1900.1282,99.8718,0.951797,2937,19,99.8718,0.0,0.0
SOXL3L_USDT,full,0.0,0.15,20,both,False,71701,1.00644,0.01545,335,213,122,-1543.5381,0.0,-1543.5381,456.4619,0.782886,275,19,456.4619,0.0,0.0
SOXL3S_USDT,full,0.0,0.15,20,both,False,62331,1.01083,0.8326,1231,846,385,-1901.7908,0.0,-1901.7908,98.2092,0.950883,7305,19,98.2092,0.0,0.0
SNXX3L_USDT,late,0.0,0.15,20,both,True,19375,2.60438,1.0969,19,17,2,113.0321,0.0,113.0321,2113.0321,0.021141,447,19,2113.0321,0.0,-0.0
SNXX3L_USDT,full,0.0,0.15,20,both,True,37108,1.00171,1.0969,19,8,11,-4.6896,0.0,-4.6896,1995.3104,0.05507,6263,19,1995.3104,0.0,-0.0
SNXX3S_USDT,full,0.0,0.15,20,both,True,27829,1.0107,0.010265,19,1,18,-57.177,0.0,-57.177,1942.823,0.049002,464,19,1942.823,0.0,-0.0
SOXL3S_USDT,late,0.0,0.15,20,both,True,33373,3.5857,0.8326,19,2,17,-114.9131,0.0,-114.9131,1885.0869,0.068866,269,19,1885.0869,0.0,0.0
SOXL3L_USDT,late,0.0,0.15,20,both,True,30577,0.01701,0.01545,19,11,8,16.3054,0.0,16.3054,2016.3054,0.043236,2937,19,2016.3054,0.0,-0.0
SNXX3S_USDT,late,0.0,0.15,20,both,True,13950,0.01135,0.010265,19,1,18,-72.9232,0.0,-72.9232,1927.0768,0.05634,935,19,1927.0768,0.0,-0.0
SOXL3L_USDT,full,0.0,0.15,20,both,True,71701,1.00644,0.01545,19,15,4,-15.9369,0.0,-15.9369,1984.0631,0.042917,275,19,1984.0631,0.0,0.0
SOXL3S_USDT,full,0.0,0.15,20,both,True,62331,1.01083,0.8326,19,0,19,-99.9167,0.0,-99.9167,1900.0833,0.063222,7305,19,1900.0833,0.0,0.0
SNXX3L_USDT,late,0.0,0.2,10,none,False,19375,2.60438,1.0969,9,9,0,179.0658,0.0,179.0658,2179.0658,0.035855,0,9,2179.0658,0.0,-0.0
SNXX3L_USDT,full,0.0,0.2,10,none,False,37108,1.00171,1.0969,9,9,0,179.0658,0.0,179.0658,2179.0658,0.070129,0,9,2179.0658,0.0,-0.0
SNXX3S_USDT,late,0.0,0.2,10,none,False,13950,0.01135,0.010265,9,9,0,179.0658,0.0,179.0658,2179.0658,0.47925,0,9,2179.0658,0.0,0.0
SOXL3L_USDT,late,0.0,0.2,10,none,False,30577,0.01701,0.01545,9,9,0,179.0658,0.0,179.0658,2179.0658,0.051335,0,9,2179.0658,0.0,0.0
SNXX3S_USDT,full,0.0,0.2,10,none,False,27829,1.0107,0.010265,9,9,0,179.0658,0.0,179.0658,2179.0658,0.264891,0,9,2179.0658,0.0,-0.0
SOXL3S_USDT,late,0.0,0.2,10,none,False,33373,3.5857,0.8326,6,6,0,83.3858,-460.6799,-377.4471,1622.5529,0.280081,0,9,1483.2328,139.3201,-0.0
SOXL3S_USDT,full,0.0,0.2,10,none,False,62331,1.01083,0.8326,9,9,0,179.0658,0.0,179.0658,2179.0658,0.094702,0,9,2179.0658,0.0,-0.0
SOXL3L_USDT,full,0.0,0.2,10,none,False,71701,1.00644,0.01545,4,4,0,39.5944,-984.6489,-945.3095,1054.6905,0.505075,0,9,1039.3394,15.3511,0.0
SNXX3L_USDT,late,0.0,0.2,10,none,True,19375,2.60438,1.0969,9,9,0,179.0658,0.0,179.0658,2179.0658,0.035855,0,9,2179.0658,0.0,-0.0
SNXX3L_USDT,full,0.0,0.2,10,none,True,37108,1.00171,1.0969,9,9,0,179.0658,0.0,179.0658,2179.0658,0.070129,0,9,2179.0658,0.0,-0.0
