range_down_pct,range_up_pct,grid_count,move,sells_only,full_median_eq,full_mean_eq,full_min_eq,full_max_eq,full_median_net,full_median_profit,full_median_mtm,full_median_dd,full_n_green,late_median_eq,late_mean_eq,late_min_eq,late_max_eq,late_median_net,late_median_profit,late_median_mtm,late_median_dd,late_n_green,score
0.05,0.1,20,up,False,811.7478000000001,675.2383749999999,17.8942,1059.5637,-1188.2522,216.17685,-1611.5131000000001,0.7609295,0,860.23575,902.3894,481.2731,1407.813,-1139.76425,246.79629999999997,-1477.4992499999998,0.704712,0,348.72606
0.02,0.1,20,up,False,744.6169,720.9857000000001,23.4648,1371.2442,-1255.3831,197.78565,-1613.1206499999998,0.7788625,0,823.9975,869.07615,478.4005,1349.9091,-1176.0025,227.2074,-1482.0631,0.713973,0,330.79757
0.0,0.1,20,up,False,700.96255,798.892075,21.9227,1771.7205,-1299.0374499999998,180.42825,-1614.49425,0.790961,0,794.4012,840.731525,463.8312,1310.2925,-1205.5988,208.3596,-1485.892,0.722612,0,314.016355
0.02,0.2,10,both,False,588.9406,673.373775,177.2105,1338.4034,-1411.0594,-1411.0594,0.0,0.711207,0,668.94055,630.7081499999999,173.3414,1011.6101,-1331.05945,-1331.05945,0.0,0.6985055,0,299.95570999999995
0.05,0.2,10,both,False,552.7753,644.96055,163.4544,1310.8372,-1447.2247,-1447.2247,0.0,0.7366855,0,697.5125499999999,825.8326,196.0112,1712.2941,-1302.48745,-1302.48745,0.0,0.673029,0,286.76203000000004
0.05,0.05,10,up,False,428.47315,447.936425,69.5628,865.2366,-1571.52685,241.2274,-1856.3421,0.8804799999999999,0,837.0277,901.347925,527.9242,1403.4121,-1162.9723,294.18865,-1527.6876,0.724551,0,268.908185
0.02,0.05,10,up,False,368.8144,376.67927499999996,79.9291,689.1592,-1631.1856,182.90395,-1857.43935,0.8954245,0,769.41615,845.861975,516.3073,1328.3083,-1230.58385,266.56375,-1532.01025,0.742421,0,253.87033000000002
0.02,0.15,10,both,False,354.62455,376.6508,199.2837,598.0704,-1645.37545,-1645.37545,0.0,0.8238179999999999,0,406.53125,456.988,200.1005,814.789,-1593.46875,-1593.46875,0.0,0.8279274999999999,0,246.04931500000004
0.05,0.05,20,up,False,353.2815,356.2676,63.1254,655.382,-1646.7185,129.08339999999998,-1816.7078000000001,0.89098,0,735.73215,820.01485,498.5078,1310.0873,-1264.26785,182.74185,-1485.892,0.7414784999999999,0,237.24871
0.05,0.15,10,both,False,329.18015,493.194075,197.577,1116.839,-1670.8198499999999,-1670.8198499999999,0.0,0.8371965,0,564.8117,602.19895,185.3725,1093.7999,-1435.1883,-1435.1883,0.0,0.750485,0,234.61704500000002
0.0,0.2,10,both,False,360.0404,465.2342,176.2099,964.6461,-1639.9596000000001,-1639.9596000000001,0.0,0.828682,0,702.5726999999999,739.0665,189.2794,1361.8412,-1297.4272999999998,-1297.4272999999998,0.0,0.7222135000000001,0,233.97295000000003
0.0,0.15,10,both,False,308.94075,315.48965,195.1374,448.9397,-1691.05925,-1691.05925,0.0,0.857567,0,276.06455,475.6589,199.779,1150.7275,-1723.93545,-1718.55755,0.0,0.8694584999999999,0,230.206725
0.0,0.05,10,up,False,309.1305,317.485,70.9403,580.7387,-1690.8695,140.70229999999998,-1858.11285,0.9126110000000001,0,700.9485500000001,784.9532750000001,480.3147,1257.6013,-1299.05145,220.2854,-1535.3654999999999,0.7637035,0,224.27224
0.02,0.05,20,up,False,314.0205,317.995725,64.4549,579.487,-1685.9795,98.7328,-1817.82285,0.9065084999999999,0,689.8507500000001,781.14295,489.0777,1255.7926,-1310.14925,161.6586,-1490.1923,0.7557325,0,224.24914
0.05,0.2,20,both,False,502.1899,596.67375,92.0624,1290.2528,-1497.8101,-1497.8101,0.0,0.757493,0,699.26775,770.831925,100.6408,1584.1514,-1300.73225,-1300.73225,0.0,0.666038,0,216.81633000000002
0.05,0.1,10,both,False,259.54595,275.759825,195.0848,388.8626,-1740.45405,-1740.45405,0.0,0.873427,0,333.55445,535.8742,196.7446,1279.6433,-1666.44555,-1654.68515,0.0,0.8517505,0,214.755105
0.0,0.05,20,up,False,279.23165,292.810475,66.5976,546.181,-1720.7683499999998,84.06705,-1818.6012,0.9198035,0,654.4124999999999,748.6476250000001,475.0155,1210.75,-1345.5875,136.67149999999998,-1493.1536,0.7676225000000001,0,212.071395
0.0,0.1,10,both,False,199.00215,248.986775,173.4514,424.4914,-1800.99785,-1800.99785,0.0,0.9053405,0,199.74355,286.4642,195.9978,550.3719,-1800.2564499999999,-1800.2564499999999,0.0,0.9036755,0,185.625905
0.02,0.1,10,both,False,187.74540000000002,290.867325,181.1657,606.8128,-1812.2546,-1812.2546,0.0,0.9078930000000001,0,240.9187,287.42795,190.2866,477.5878,-1759.0813,-1752.23765,-6.81965,0.898761,0,184.96379000000002
0.02,0.05,10,both,False,194.4263,190.131575,174.6504,197.0233,-1805.5737,-1805.5737,0.0,0.903834,0,196.3355,229.80057499999998,169.4352,357.0961,-1803.6645,-1803.6645,0.0,0.90328,0,179.54013
0.05,0.05,10,both,False,197.06495,198.426275,158.2929,241.2823,-1802.93505,-1802.93505,0.0,0.9027355,0,198.4004,284.1097,193.1857,546.4523,-1801.5996,-1801.5996,0.0,0.9051674999999999,0,176.903075
0.02,0.2,20,both,False,350.24075,464.33289999999994,98.4286,1058.4215,-1649.75925,-1649.75925,0.0,0.8252895,0,784.50695,748.23925,99.4464,1324.4967,-1215.49305,-1215.49305,0.0,0.6488345,0,174.17580499999997
0.0,0.2,20,both,False,365.15495,481.983075,91.4589,1106.1635,-1634.84505,-1634.84505,0.0,0.8204130000000001,0,561.61995,508.551375,88.658,822.3076,-1438.38005,-1421.0279,0.0,0.8052345,0,173.00753500000002
0.05,0.15,20,both,False,349.09815000000003,451.67705,95.7153,1012.7966,-1650.90185,-1650.90185,0.0,0.8316125,0,553.6632999999999,499.313225,100.2837,789.6426,-1446.3367,-1438.14635,0.0,0.8071200000000001,0,172.643835
0.0,0.05,10,both,False,195.99235,185.9312,151.6883,200.0518,-1804.00765,-1804.00765,0.0,0.906603,0,199.8613,196.888225,186.0439,201.7864,-1800.1387,-1800.1387,0.0,0.9008700000000001,0,171.850635
0.0,0.15,20,both,False,261.8167,269.576125,98.2092,456.4619,-1738.1833000000001,-1738.1833000000001,0.0,0.8705815,0,204.64955,467.58887500000003,99.8718,1361.1846,-1795.35045,-1789.1882,-6.13825,0.902694,0,147.62396999999999
0.02,0.15,20,both,False,233.01260000000002,295.861425,91.7225,625.698,-1766.9874,-1766.9874,0.0,0.889015,0,342.85315,416.114575,98.8835,879.8685,-1657.14685,-1648.7701499999998,0.0,0.8457385,0,135.54173
0.02,0.1,20,both,False,223.4823,274.79314999999997,96.6118,555.5962,-1776.5176999999999,-1776.5176999999999,0.0,0.8974885,0,170.94844999999998,202.17997499999998,97.5608,369.2622,-1829.0515500000001,-1822.83465,0.0,0.9306650000000001,0,134.86275
0.0,0.1,20,both,False,186.78035,237.09130000000002,98.4031,476.4014,-1813.21965,-1813.21965,0.0,0.9108670000000001,0,112.5923,176.961,94.683,387.9764,-1887.4077,-1883.67865,-3.717,0.945655,0,124.17225499999999
0.05,0.05,20,both,False,170.85235,181.365725,99.2541,284.5041,-1829.1476499999999,-1829.1476499999999,0.0,0.917037,0,114.1961,175.584375,96.6512,377.2941,-1885.8038999999999,-1882.07485,-3.717,0.9445055,0,120.212995
0.05,0.1,20,both,False,140.92534999999998,202.131875,98.2455,428.4313,-1859.07465,-1859.07465,0.0,0.934339,0,198.0134,416.805875,100.8558,1170.3409,-1801.9866,-1795.3042500000001,-6.65835,0.9049325,0,111.57151499999999
0.0,0.05,20,both,False,98.38804999999999,98.07582500000001,94.9308,100.5964,-1901.61195,-1901.61195,0.0,0.9518865000000001,0,98.4099,97.506075,92.229,100.9755,-1901.5901,-1901.5901,0.0,0.9511430000000001,0,95.427615
0.02,0.05,20,both,False,98.5821,94.17115,79.9983,99.5221,-1901.4179,-1901.4179,0.0,0.9512225000000001,0,95.80895,148.41055,87.8423,314.182,-1904.19105,-1904.19105,0.0,0.9527319999999999,0,87.14224
