symbol,window,range_down_pct,range_up_pct,grid_count,move,sells_only,n_prints,first_px,last_px,arb,n_win,n_loss,grid_profit,mtm,net,equity,max_dd_pct,shifts,n_base,end_quote,inv,gap,scenario,seg_id
SOXL3L_USDT,SOXL3L_jun_trough,0.0,0.15,10,both,False,1906,0.46705,0.87982,127,109,18,-146.0575,-3.6231,-149.8726,1850.1274,0.218602,101,9,1053.7505,796.3769,0.0,from_trough,SOXL3L_jun_trough
SNXX3L_USDT,SNXX3L_aug_trough,0.0,0.15,10,both,False,7892,0.56854,4.04558,813,527,286,-1739.8477,-2.2033,-1742.099,257.901,0.875073,1722,9,60.1043,197.7967,0.0,from_trough,SNXX3L_aug_trough
SOXL3S_USDT,SOXL3S_aug_high,0.0,0.15,10,both,False,6274,0.5717,0.9645,255,174,81,-610.738,0.0,-610.738,1389.262,0.314478,173,9,1389.262,0.0,0.0,from_high,SOXL3S_aug_high
SOXL3S_USDT,SOXL3S_aug_trough,0.0,0.15,10,both,False,5412,0.465,0.9645,339,223,116,-993.0294,0.0,-993.0294,1006.9706,0.552829,237,9,1006.9706,0.0,-0.0,from_trough,SOXL3S_aug_trough
SOXL3S_USDT,SOXL3S_jun_high,0.0,0.15,10,both,True,2446,1.12385,1.83695,9,8,1,104.0838,0.0,104.0838,2104.0838,0.013884,153,9,2104.0838,0.0,0.0,from_high,SOXL3S_jun_high
SNXX3L_USDT,SNXX3L_aug_high,0.0,0.15,10,both,False,14773,2.17321,4.04558,293,203,90,-1260.431,-21.2506,-1281.8256,718.1744,0.64083,259,9,139.425,578.7494,0.0,from_high,SNXX3L_aug_high
SOXL3S_USDT,SOXL3S_jun_trough,0.0,0.15,10,both,True,1906,0.72385,1.83695,9,9,0,134.0766,0.0,134.0766,2134.0766,0.01213,283,9,2134.0766,0.0,0.0,from_trough,SOXL3S_jun_trough
SOXL3L_USDT,SOXL3L_jun_trough,0.0,0.15,10,both,True,1906,0.46705,0.87982,9,7,2,80.0896,0.0,80.0896,2080.0896,0.026382,101,9,2080.0896,0.0,-0.0,from_trough,SOXL3L_jun_trough
SOXL3L_USDT,SOXL3L_jun_high,0.0,0.15,10,both,True,3860,0.80587,0.87982,9,1,8,-156.8536,0.0,-156.8536,1843.1464,0.099634,75,9,1843.1464,0.0,0.0,from_high,SOXL3L_jun_high
SNXX3L_USDT,SNXX3L_open_high,0.0,0.15,10,both,True,1469,1.00171,2.35386,9,4,5,-0.891,0.0,-0.891,1999.109,0.048576,299,9,1999.109,0.0,0.0,from_high,SNXX3L_open_high
SNXX3L_USDT,SNXX3L_open_trough,0.0,0.15,10,both,True,1078,0.53062,2.35386,9,9,0,134.0766,0.0,134.0766,2134.0766,0.0,433,9,2134.0766,0.0,0.0,from_trough,SNXX3L_open_trough
SNXX3L_USDT,SNXX3L_aug_trough,0.0,0.15,10,both,True,7892,0.56854,4.04558,9,1,8,-39.8816,0.0,-39.8816,1960.1184,0.053339,1722,9,1960.1184,0.0,0.0,from_trough,SNXX3L_aug_trough
SOXL3S_USDT,SOXL3S_aug_high,0.0,0.15,10,both,True,6274,0.5717,0.9645,9,0,9,-174.8492,0.0,-174.8492,1825.1508,0.0932,173,9,1825.1508,0.0,0.0,from_high,SOXL3S_aug_high
SNXX3L_USDT,SNXX3L_aug_high,0.0,0.15,10,both,True,14773,2.17321,4.04558,9,0,9,-111.8644,0.0,-111.8644,1888.1356,0.055715,259,9,1888.1356,0.0,-0.0,from_high,SNXX3L_aug_high
SOXL3S_USDT,SOXL3S_aug_trough,0.0,0.15,10,both,True,5412,0.465,0.9645,9,9,0,134.0766,0.0,134.0766,2134.0766,0.02185,237,9,2134.0766,0.0,0.0,from_trough,SOXL3S_aug_trough
SOXL3L_USDT,SOXL3L_jun_trough,0.0,0.15,20,none,False,1906,0.46705,0.87982,19,19,0,141.5253,0.0,141.5253,2141.5253,0.026373,0,19,2141.5253,0.0,-0.0,from_trough,SOXL3L_jun_trough
SNXX3L_USDT,SNXX3L_open_high,0.0,0.15,20,none,False,1469,1.00171,2.35386,19,19,0,141.5253,0.0,141.5253,2141.5253,0.064386,0,19,2141.5253,0.0,-0.0,from_high,SNXX3L_open_high
SOXL3S_USDT,SOXL3S_jun_high,0.0,0.15,20,none,False,2446,1.12385,1.83695,19,19,0,141.5253,0.0,141.5253,2141.5253,0.047016,0,19,2141.5253,0.0,0.0,from_high,SOXL3S_jun_high
SOXL3L_USDT,SOXL3L_jun_high,0.0,0.15,20,none,False,3860,0.80587,0.87982,14,14,0,78.0381,45.8821,123.7927,2123.7927,0.472029,0,19,1577.9106,545.8821,0.0,from_high,SOXL3L_jun_high
SNXX3L_USDT,SNXX3L_open_trough,0.0,0.15,20,none,False,1078,0.53062,2.35386,19,19,0,141.5253,0.0,141.5253,2141.5253,0.0,0,19,2141.5253,0.0,-0.0,from_trough,SNXX3L_open_trough
SOXL3S_USDT,SOXL3S_jun_trough,0.0,0.15,20,none,False,1906,0.72385,1.83695,19,19,0,141.5253,0.0,141.5253,2141.5253,0.013125,0,19,2141.5253,0.0,0.0,from_trough,SOXL3S_jun_trough
SNXX3L_USDT,SNXX3L_aug_high,0.0,0.15,20,none,False,14773,2.17321,4.04558,19,19,0,141.5253,0.0,141.5253,2141.5253,0.125789,0,19,2141.5253,0.0,-0.0,from_high,SNXX3L_aug_high
SNXX3L_USDT,SNXX3L_aug_trough,0.0,0.15,20,none,False,7892,0.56854,4.04558,19,19,0,141.5253,0.0,141.5253,2141.5253,0.103043,0,19,2141.5253,0.0,0.0,from_trough,SNXX3L_aug_trough
SNXX3L_USDT,SNXX3L_open_high,0.0,0.15,20,none,True,1469,1.00171,2.35386,19,19,0,141.5253,0.0,141.5253,2141.5253,0.064386,0,19,2141.5253,0.0,-0.0,from_high,SNXX3L_open_high
SOXL3L_USDT,SOXL3L_jun_trough,0.0,0.15,20,none,True,1906,0.46705,0.87982,19,19,0,141.5253,0.0,141.5253,2141.5253,0.026373,0,19,2141.5253,0.0,-0.0,from_trough,SOXL3L_jun_trough
SOXL3S_USDT,SOXL3S_jun_high,0.0,0.15,20,none,True,2446,1.12385,1.83695,19,19,0,141.5253,0.0,141.5253,2141.5253,0.047016,0,19,2141.5253,0.0,0.0,from_high,SOXL3S_jun_high
SOXL3L_USDT,SOXL3L_jun_high,0.0,0.15,20,none,True,3860,0.80587,0.87982,14,14,0,78.0381,45.8821,123.7927,2123.7927,0.472029,0,19,1577.9106,545.8821,0.0,from_high,SOXL3L_jun_high
SOXL3S_USDT,SOXL3S_aug_high,0.0,0.15,20,none,False,6274,0.5717,0.9645,19,19,0,141.5253,0.0,141.5253,2141.5253,0.23469,0,19,2141.5253,0.0,-0.0,from_high,SOXL3S_aug_high
SOXL3S_USDT,SOXL3S_jun_trough,0.0,0.15,20,none,True,1906,0.72385,1.83695,19,19,0,141.5253,0.0,141.5253,2141.5253,0.013125,0,19,2141.5253,0.0,0.0,from_trough,SOXL3S_jun_trough
SNXX3L_USDT,SNXX3L_open_trough,0.0,0.15,20,none,True,1078,0.53062,2.35386,19,19,0,141.5253,0.0,141.5253,2141.5253,0.0,0,19,2141.5253,0.0,-0.0,from_trough,SNXX3L_open_trough
SOXL3S_USDT,SOXL3S_aug_trough,0.0,0.15,20,none,False,5412,0.465,0.9645,19,19,0,141.5253,0.0,141.5253,2141.5253,0.021842,0,19,2141.5253,0.0,-0.0,from_trough,SOXL3S_aug_trough
SNXX3L_USDT,SNXX3L_aug_trough,0.0,0.15,20,none,True,7892,0.56854,4.04558,19,19,0,141.5253,0.0,141.5253,2141.5253,0.103043,0,19,2141.5253,0.0,0.0,from_trough,SNXX3L_aug_trough
SNXX3L_USDT,SNXX3L_aug_high,0.0,0.15,20,none,True,14773,2.17321,4.04558,19,19,0,141.5253,0.0,141.5253,2141.5253,0.125789,0,19,2141.5253,0.0,-0.0,from_high,SNXX3L_aug_high
SOXL3S_USDT,SOXL3S_aug_trough,0.0,0.15,20,none,True,5412,0.465,0.9645,19,19,0,141.5253,0.0,141.5253,2141.5253,0.021842,0,19,2141.5253,0.0,-0.0,from_trough,SOXL3S_aug_trough
SOXL3L_USDT,SOXL3L_jun_high,0.0,0.15,20,up,False,3860,0.80587,0.87982,14,14,0,78.0381,45.8821,123.7927,2123.7927,0.472029,0,19,1577.9106,545.8821,0.0,from_high,SOXL3L_jun_high
SOXL3S_USDT,SOXL3S_jun_high,0.0,0.15,20,up,False,2446,1.12385,1.83695,272,272,0,264.8439,-248.495,15.8449,2015.8449,0.238487,104,19,164.3399,1851.505,-0.0,from_high,SOXL3S_jun_high
SNXX3L_USDT,SNXX3L_open_high,0.0,0.15,20,up,False,1469,1.00171,2.35386,373,373,0,289.0745,-24.0232,264.7153,2264.7153,0.60595,172,19,888.7385,1375.9768,0.0,from_high,SNXX3L_open_high
SOXL3S_USDT,SOXL3S_jun_trough,0.0,0.15,20,up,False,1906,0.72385,1.83695,501,501,0,319.2349,-274.4645,44.2664,2044.2664,0.248973,246,19,218.7309,1825.5355,-0.0,from_trough,SOXL3S_jun_trough
SNXX3L_USDT,SNXX3L_open_trough,0.0,0.15,20,up,False,1078,0.53062,2.35386,355,355,0,223.2724,-47.8745,174.8939,2174.8939,0.230925,462,19,122.7684,2052.1255,0.0,from_trough,SNXX3L_open_trough
SOXL3L_USDT,SOXL3L_jun_trough,0.0,0.15,20,up,False,1906,0.46705,0.87982,288,288,0,274.7034,-3.9181,270.6413,2270.6413,0.33327,102,19,1674.5594,596.0819,0.0,from_trough,SOXL3L_jun_trough
SOXL3S_USDT,SOXL3S_aug_high,0.0,0.15,20,none,True,6274,0.5717,0.9645,19,19,0,141.5253,0.0,141.5253,2141.5253,0.23469,0,19,2141.5253,0.0,-0.0,from_high,SOXL3S_aug_high
SNXX3L_USDT,SNXX3L_aug_high,0.0,0.15,20,up,False,14773,2.17321,4.04558,518,518,0,393.3082,-73.6902,319.138,2319.138,0.138247,114,19,392.8282,1926.3098,-0.0,from_high,SNXX3L_aug_high
SNXX3L_USDT,SNXX3L_aug_trough,0.0,0.15,20,up,False,7892,0.56854,4.04558,1822,1822,0,545.2663,-131.7974,412.9649,2412.9649,0.154974,869,19,444.7623,1968.2026,-0.0,from_trough,SNXX3L_aug_trough
SOXL3S_USDT,SOXL3S_jun_high,0.0,0.15,20,up,True,2446,1.12385,1.83695,19,19,0,141.5253,0.0,141.5253,2141.5253,0.047016,104,19,2141.5253,0.0,0.0,from_high,SOXL3S_jun_high
SOXL3S_USDT,SOXL3S_aug_high,0.0,0.15,20,up,False,6274,0.5717,0.9645,815,815,0,545.5521,-60.1336,484.9865,2484.9865,0.23469,88,19,745.1201,1739.8664,0.0,from_high,SOXL3S_aug_high
SOXL3L_USDT,SOXL3L_jun_high,0.0,0.15,20,up,True,3860,0.80587,0.87982,14,14,0,78.0381,45.8821,123.7927,2123.7927,0.472029,0,19,1577.9106,545.8821,0.0,from_high,SOXL3L_jun_high
SNXX3L_USDT,SNXX3L_open_high,0.0,0.15,20,up,True,1469,1.00171,2.35386,19,19,0,141.5253,0.0,141.5253,2141.5253,0.064386,172,19,2141.5253,0.0,-0.0,from_high,SNXX3L_open_high
SOXL3L_USDT,SOXL3L_jun_trough,0.0,0.15,20,up,True,1906,0.46705,0.87982,19,19,0,141.5253,0.0,141.5253,2141.5253,0.026373,102,19,2141.5253,0.0,-0.0,from_trough,SOXL3L_jun_trough
SOXL3S_USDT,SOXL3S_aug_trough,0.0,0.15,20,up,False,5412,0.465,0.9645,823,823,0,467.1941,-70.7772,395.913,2395.913,0.204266,143,19,366.6901,2029.2228,0.0,from_trough,SOXL3S_aug_trough
SNXX3L_USDT,SNXX3L_open_trough,0.0,0.15,20,up,True,1078,0.53062,2.35386,19,19,0,141.5253,0.0,141.5253,2141.5253,0.0,462,19,2141.5253,0.0,-0.0,from_trough,SNXX3L_open_trough
SNXX3L_USDT,SNXX3L_aug_high,0.0,0.15,20,up,True,14773,2.17321,4.04558,19,19,0,141.5253,0.0,141.5253,2141.5253,0.125789,114,19,2141.5253,0.0,-0.0,from_high,SNXX3L_aug_high
SNXX3L_USDT,SNXX3L_aug_trough,0.0,0.15,20,up,True,7892,0.56854,4.04558,19,19,0,141.5253,0.0,141.5253,2141.5253,0.103043,869,19,2141.5253,0.0,0.0,from_trough,SNXX3L_aug_trough
SOXL3S_USDT,SOXL3S_jun_trough,0.0,0.15,20,up,True,1906,0.72385,1.83695,19,19,0,141.5253,0.0,141.5253,2141.5253,0.013125,246,19,2141.5253,0.0,0.0,from_trough,SOXL3S_jun_trough
SOXL3L_USDT,SOXL3L_jun_trough,0.0,0.15,20,both,False,1906,0.46705,0.87982,304,275,29,-197.5909,-3.9181,-201.653,1798.347,0.216602,204,19,1202.2651,596.0819,0.0,from_trough,SOXL3L_jun_trough
SOXL3L_USDT,SOXL3L_jun_high,0.0,0.15,20,both,False,3860,0.80587,0.87982,204,144,60,-406.6422,-1.5586,-408.2727,1591.7273,0.27611,154,19,1293.2858,298.4414,0.0,from_high,SOXL3L_jun_high
SOXL3S_USDT,SOXL3S_aug_trough,0.0,0.15,20,up,True,5412,0.465,0.9645,19,19,0,141.5253,0.0,141.5253,2141.5253,0.021842,143,19,2141.5253,0.0,-0.0,from_trough,SOXL3S_aug_trough
SOXL3S_USDT,SOXL3S_jun_high,0.0,0.15,20,both,False,2446,1.12385,1.83695,421,304,117,-501.8857,0.0,-501.8857,1498.1143,0.300649,316,19,1498.1143,0.0,-0.0,from_high,SOXL3S_jun_high
SOXL3S_USDT,SOXL3S_aug_high,0.0,0.15,20,up,True,6274,0.5717,0.9645,19,19,0,141.5253,0.0,141.5253,2141.5253,0.23469,88,19,2141.5253,0.0,-0.0,from_high,SOXL3S_aug_high
SNXX3L_USDT,SNXX3L_open_high,0.0,0.15,20,both,False,1469,1.00171,2.35386,297,172,125,-1540.427,0.0,-1540.427,459.573,0.780767,623,19,459.573,0.0,-0.0,from_high,SNXX3L_open_high
SNXX3L_USDT,SNXX3L_open_trough,0.0,0.15,20,both,False,1078,0.53062,2.35386,383,243,140,-662.7352,0.0,-662.7352,1337.2648,0.375736,874,19,1337.2648,0.0,-0.0,from_trough,SNXX3L_open_trough
SOXL3S_USDT,SOXL3S_jun_trough,0.0,0.15,20,both,False,1906,0.72385,1.83695,535,380,155,-640.9338,0.0,-640.9338,1359.0662,0.373209,576,19,1359.0662,0.0,-0.0,from_trough,SOXL3S_jun_trough
SNXX3L_USDT,SNXX3L_aug_high,0.0,0.15,20,both,False,14773,2.17321,4.04558,729,564,165,-1395.1077,-20.1216,-1415.3733,584.6267,0.713799,532,19,4.7483,579.8784,0.0,from_high,SNXX3L_aug_high
SNXX3L_USDT,SNXX3L_aug_trough,0.0,0.15,20,both,False,7892,0.56854,4.04558,1499,1014,485,-1848.7905,-1.1017,-1849.9162,150.0838,0.926134,3570,19,51.1855,98.8983,0.0,from_trough,SNXX3L_aug_trough
SOXL3S_USDT,SOXL3S_aug_high,0.0,0.15,20,both,False,6274,0.5717,0.9645,603,435,168,-982.5694,0.0,-982.5694,1017.4306,0.49608,359,19,1017.4306,0.0,0.0,from_high,SOXL3S_aug_high
SOXL3S_USDT,SOXL3S_jun_high,0.0,0.15,20,both,True,2446,1.12385,1.83695,19,17,2,111.5325,0.0,111.5325,2111.5325,0.01349,316,19,2111.5325,0.0,0.0,from_high,SOXL3S_jun_high
SOXL3S_USDT,SOXL3S_aug_trough,0.0,0.15,20,both,False,5412,0.465,0.9645,774,547,227,-1172.5001,0.0,-1172.5001,827.4999,0.613644,523,19,827.4999,0.0,-0.0,from_trough,SOXL3S_aug_trough
SOXL3L_USDT,SOXL3L_jun_trough,0.0,0.15,20,both,True,1906,0.46705,0.87982,19,16,3,87.5383,0.0,87.5383,2087.5383,0.026373,204,19,2087.5383,0.0,-0.0,from_trough,SOXL3L_jun_trough
SOXL3S_USDT,SOXL3S_jun_trough,0.0,0.15,20,both,True,1906,0.72385,1.83695,19,19,0,141.5253,0.0,141.5253,2141.5253,0.013125,576,19,2141.5253,0.0,0.0,from_trough,SOXL3S_jun_trough
SNXX3L_USDT,SNXX3L_open_high,0.0,0.15,20,both,True,1469,1.00171,2.35386,19,8,11,-4.6896,0.0,-4.6896,1995.3104,0.05507,623,19,1995.3104,0.0,-0.0,from_high,SNXX3L_open_high
SNXX3L_USDT,SNXX3L_open_trough,0.0,0.15,20,both,True,1078,0.53062,2.35386,19,19,0,141.5253,0.0,141.5253,2141.5253,0.0,874,19,2141.5253,0.0,-0.0,from_trough,SNXX3L_open_trough
SOXL3L_USDT,SOXL3L_jun_high,0.0,0.15,20,both,True,3860,0.80587,0.87982,19,3,16,-126.9103,0.0,-126.9103,1873.0897,0.083825,154,19,1873.0897,0.0,0.0,from_high,SOXL3L_jun_high
SNXX3L_USDT,SNXX3L_aug_high,0.0,0.15,20,both,True,14773,2.17321,4.04558,19,1,18,-90.1691,0.0,-90.1691,1909.8309,0.054248,532,19,1909.8309,0.0,-0.0,from_high,SNXX3L_aug_high
SNXX3L_USDT,SNXX3L_aug_trough,0.0,0.15,20,both,True,7892,0.56854,4.04558,19,6,13,-25.6846,0.0,-25.6846,1974.3154,0.053916,3570,19,1974.3154,0.0,0.0,from_trough,SNXX3L_aug_trough
SOXL3S_USDT,SOXL3S_aug_trough,0.0,0.15,20,both,True,5412,0.465,0.9645,19,17,2,101.035,0.0,101.035,2101.035,0.021842,523,19,2101.035,0.0,-0.0,from_trough,SOXL3S_aug_trough
SNXX3L_USDT,SNXX3L_open_high,0.0,0.2,10,none,False,1469,1.00171,2.35386,9,9,0,179.0658,0.0,179.0658,2179.0658,0.070129,0,9,2179.0658,0.0,0.0,from_high,SNXX3L_open_high
SOXL3S_USDT,SOXL3S_aug_high,0.0,0.15,20,both,True,6274,0.5717,0.9645,19,0,19,-183.1468,0.0,-183.1468,1816.8532,0.098463,359,19,1816.8532,0.0,-0.0,from_high,SOXL3S_aug_high
SOXL3S_USDT,SOXL3S_jun_trough,0.0,0.2,10,none,False,1906,0.72385,1.83695,9,9,0,179.0658,0.0,179.0658,2179.0658,0.015323,0,9,2179.0658,0.0,0.0,from_trough,SOXL3S_jun_trough
SNXX3L_USDT,SNXX3L_open_trough,0.0,0.2,10,none,False,1078,0.53062,2.35386,9,9,0,179.0658,0.0,179.0658,2179.0658,0.017359,0,9,2179.0658,0.0,0.0,from_trough,SNXX3L_open_trough
SOXL3L_USDT,SOXL3L_jun_high,0.0,0.2,10,none,False,3860,0.80587,0.87982,5,5,0,59.4906,73.4113,132.6979,2132.6979,0.472133,0,9,1259.2866,873.4113,0.0,from_high,SOXL3L_jun_high
SOXL3S_USDT,SOXL3S_jun_high,0.0,0.2,10,none,False,2446,1.12385,1.83695,9,9,0,179.0658,0.0,179.0658,2179.0658,0.139576,0,9,2179.0658,0.0,0.0,from_high,SOXL3S_jun_high
SOXL3L_USDT,SOXL3L_jun_trough,0.0,0.2,10,none,False,1906,0.46705,0.87982,9,9,0,179.0658,0.0,179.0658,2179.0658,0.05191,0,9,2179.0658,0.0,-0.0,from_trough,SOXL3L_jun_trough
SNXX3L_USDT,SNXX3L_aug_high,0.0,0.2,10,none,False,14773,2.17321,4.04558,9,9,0,179.0658,0.0,179.0658,2179.0658,0.169616,0,9,2179.0658,0.0,-0.0,from_high,SNXX3L_aug_high
SOXL3S_USDT,SOXL3S_aug_trough,0.0,0.2,10,none,False,5412,0.465,0.9645,9,9,0,179.0658,0.0,179.0658,2179.0658,0.02185,0,9,2179.0658,0.0,0.0,from_trough,SOXL3S_aug_trough
SOXL3S_USDT,SOXL3S_aug_high,0.0,0.2,10,none,False,6274,0.5717,0.9645,9,9,0,179.0658,0.0,179.0658,2179.0658,0.222335,0,9,2179.0658,0.0,0.0,from_high,SOXL3S_aug_high
SOXL3S_USDT,SOXL3S_jun_high,0.0,0.2,10,none,True,2446,1.12385,1.83695,9,9,0,179.0658,0.0,179.0658,2179.0658,0.139576,0,9,2179.0658,0.0,0.0,from_high,SOXL3S_jun_high
SNXX3L_USDT,SNXX3L_open_high,0.0,0.2,10,none,True,1469,1.00171,2.35386,9,9,0,179.0658,0.0,179.0658,2179.0658,0.070129,0,9,2179.0658,0.0,0.0,from_high,SNXX3L_open_high
SOXL3L_USDT,SOXL3L_jun_high,0.0,0.2,10,none,True,3860,0.80587,0.87982,5,5,0,59.4906,73.4113,132.6979,2132.6979,0.472133,0,9,1259.2866,873.4113,0.0,from_high,SOXL3L_jun_high
SOXL3S_USDT,SOXL3S_jun_trough,0.0,0.2,10,none,True,1906,0.72385,1.83695,9,9,0,179.0658,0.0,179.0658,2179.0658,0.015323,0,9,2179.0658,0.0,0.0,from_trough,SOXL3S_jun_trough
SNXX3L_USDT,SNXX3L_aug_trough,0.0,0.2,10,none,False,7892,0.56854,4.04558,9,9,0,179.0658,0.0,179.0658,2179.0658,0.121806,0,9,2179.0658,0.0,0.0,from_trough,SNXX3L_aug_trough
SOXL3L_USDT,SOXL3L_jun_trough,0.0,0.2,10,none,True,1906,0.46705,0.87982,9,9,0,179.0658,0.0,179.0658,2179.0658,0.05191,0,9,2179.0658,0.0,-0.0,from_trough,SOXL3L_jun_trough
SNXX3L_USDT,SNXX3L_aug_high,0.0,0.2,10,none,True,14773,2.17321,4.04558,9,9,0,179.0658,0.0,179.0658,2179.0658,0.169616,0,9,2179.0658,0.0,-0.0,from_high,SNXX3L_aug_high
SNXX3L_USDT,SNXX3L_open_trough,0.0,0.2,10,none,True,1078,0.53062,2.35386,9,9,0,179.0658,0.0,179.0658,2179.0658,0.017359,0,9,2179.0658,0.0,0.0,from_trough,SNXX3L_open_trough
SNXX3L_USDT,SNXX3L_aug_trough,0.0,0.2,10,none,True,7892,0.56854,4.04558,9,9,0,179.0658,0.0,179.0658,2179.0658,0.121806,0,9,2179.0658,0.0,0.0,from_trough,SNXX3L_aug_trough
SOXL3S_USDT,SOXL3S_aug_trough,0.0,0.2,10,none,True,5412,0.465,0.9645,9,9,0,179.0658,0.0,179.0658,2179.0658,0.02185,0,9,2179.0658,0.0,0.0,from_trough,SOXL3S_aug_trough
SOXL3S_USDT,SOXL3S_aug_high,0.0,0.2,10,none,True,6274,0.5717,0.9645,9,9,0,179.0658,0.0,179.0658,2179.0658,0.222335,0,9,2179.0658,0.0,0.0,from_high,SOXL3S_aug_high
SOXL3L_USDT,SOXL3L_jun_trough,0.0,0.2,10,up,False,1906,0.46705,0.87982,65,65,0,325.2734,-1.305,323.8724,2323.8724,0.05191,35,9,1925.1774,398.695,-0.0,from_trough,SOXL3L_jun_trough
SOXL3L_USDT,SOXL3L_jun_high,0.0,0.2,10,up,False,3860,0.80587,0.87982,5,5,0,59.4906,73.4113,132.6979,2132.6979,0.472133,0,9,1259.2866,873.4113,0.0,from_high,SOXL3L_jun_high
SNXX3L_USDT,SNXX3L_open_trough,0.0,0.2,10,up,False,1078,0.53062,2.35386,157,157,0,387.596,-32.4719,354.6441,2354.6441,0.204633,170,9,387.116,1967.5281,-0.0,from_trough,SNXX3L_open_trough
SNXX3L_USDT,SNXX3L_open_high,0.0,0.2,10,up,False,1469,1.00171,2.35386,153,153,0,546.3392,-19.9221,526.1291,2526.1291,0.586556,62,9,1346.0512,1180.0779,-0.0,from_high,SNXX3L_open_high
SOXL3S_USDT,SOXL3S_jun_high,0.0,0.2,10,up,False,2446,1.12385,1.83695,83,83,0,379.3571,-221.8212,157.0078,2157.0078,0.231224,36,9,178.8291,1978.1788,0.0,from_high,SOXL3S_jun_high
SOXL3S_USDT,SOXL3S_jun_trough,0.0,0.2,10,up,False,1906,0.72385,1.83695,190,190,0,542.3407,-260.5056,281.3071,2281.3071,0.231781,89,9,341.8127,1939.4944,-0.0,from_trough,SOXL3S_jun_trough
SNXX3L_USDT,SNXX3L_aug_high,0.0,0.2,10,up,False,14773,2.17321,4.04558,137,137,0,520.6507,-56.0283,464.2864,2464.2864,0.169616,40,9,1120.3147,1343.9717,-0.0,from_high,SNXX3L_aug_high
SOXL3S_USDT,SOXL3S_aug_high,0.0,0.2,10,up,False,6274,0.5717,0.9645,263,263,0,913.2931,-41.8664,871.0907,2871.0907,0.222335,30,9,1512.9571,1358.1336,-0.0,from_high,SOXL3S_aug_high
SNXX3L_USDT,SNXX3L_aug_trough,0.0,0.2,10,up,False,7892,0.56854,4.04558,716,716,0,1061.043,-129.1385,931.3765,2931.3765,0.134021,323,9,860.515,2070.8615,-0.0,from_trough,SNXX3L_aug_trough
SOXL3S_USDT,SOXL3S_aug_trough,0.0,0.2,10,up,False,5412,0.465,0.9645,330,330,0,926.8444,-54.3343,872.0781,2872.0781,0.183763,51,9,1126.4124,1745.6657,0.0,from_trough,SOXL3S_aug_trough
SOXL3S_USDT,SOXL3S_jun_high,0.0,0.2,10,up,True,2446,1.12385,1.83695,9,9,0,179.0658,0.0,179.0658,2179.0658,0.139576,36,9,2179.0658,0.0,0.0,from_high,SOXL3S_jun_high
SOXL3L_USDT,SOXL3L_jun_trough,0.0,0.2,10,up,True,1906,0.46705,0.87982,9,9,0,179.0658,0.0,179.0658,2179.0658,0.05191,35,9,2179.0658,0.0,-0.0,from_trough,SOXL3L_jun_trough
SOXL3L_USDT,SOXL3L_jun_high,0.0,0.2,10,up,True,3860,0.80587,0.87982,5,5,0,59.4906,73.4113,132.6979,2132.6979,0.472133,0,9,1259.2866,873.4113,0.0,from_high,SOXL3L_jun_high
SOXL3S_USDT,SOXL3S_jun_trough,0.0,0.2,10,up,True,1906,0.72385,1.83695,9,9,0,179.0658,0.0,179.0658,2179.0658,0.015323,89,9,2179.0658,0.0,0.0,from_trough,SOXL3S_jun_trough
SNXX3L_USDT,SNXX3L_open_trough,0.0,0.2,10,up,True,1078,0.53062,2.35386,9,9,0,179.0658,0.0,179.0658,2179.0658,0.017359,170,9,2179.0658,0.0,0.0,from_trough,SNXX3L_open_trough
SNXX3L_USDT,SNXX3L_open_high,0.0,0.2,10,up,True,1469,1.00171,2.35386,9,9,0,179.0658,0.0,179.0658,2179.0658,0.070129,62,9,2179.0658,0.0,0.0,from_high,SNXX3L_open_high
SNXX3L_USDT,SNXX3L_aug_trough,0.0,0.2,10,up,True,7892,0.56854,4.04558,9,9,0,179.0658,0.0,179.0658,2179.0658,0.121806,323,9,2179.0658,0.0,0.0,from_trough,SNXX3L_aug_trough
SNXX3L_USDT,SNXX3L_aug_high,0.0,0.2,10,up,True,14773,2.17321,4.04558,9,9,0,179.0658,0.0,179.0658,2179.0658,0.169616,40,9,2179.0658,0.0,-0.0,from_high,SNXX3L_aug_high
SOXL3S_USDT,SOXL3S_aug_trough,0.0,0.2,10,up,True,5412,0.465,0.9645,9,9,0,179.0658,0.0,179.0658,2179.0658,0.02185,51,9,2179.0658,0.0,0.0,from_trough,SOXL3S_aug_trough
SOXL3L_USDT,SOXL3L_jun_high,0.0,0.2,10,both,False,3860,0.80587,0.87982,54,32,22,-206.9176,0.6811,-206.3324,1793.6676,0.211926,53,9,1392.9864,400.6811,-0.0,from_high,SOXL3L_jun_high
SNXX3L_USDT,SNXX3L_open_trough,0.0,0.2,10,both,False,1078,0.53062,2.35386,200,142,58,-435.4723,0.0,-435.4723,1564.5277,0.284705,275,9,1564.5277,0.0,-0.0,from_trough,SNXX3L_open_trough
SNXX3L_USDT,SNXX3L_open_high,0.0,0.2,10,both,False,1469,1.00171,2.35386,122,73,49,-1232.4595,0.0,-1232.4595,767.5405,0.732586,185,9,767.5405,0.0,-0.0,from_high,SNXX3L_open_high
SOXL3S_USDT,SOXL3S_jun_high,0.0,0.2,10,both,False,2446,1.12385,1.83695,159,129,30,-138.7609,-20.2779,-159.2308,1840.7692,0.213885,97,9,1061.0471,779.7221,0.0,from_high,SOXL3S_jun_high
