symbol,window,range_down_pct,range_up_pct,grid_count,move,sells_only,n_prints,first_px,last_px,arb,n_win,n_loss,grid_profit,mtm,net,equity,max_dd_pct,shifts,n_base,end_quote,inv,gap,scenario,seg_id
SNXX3L_USDT,SNXX3L_aug_high,0.0,0.1,10,none,True,14773,2.17321,4.04558,9,9,0,89.0874,0.0,89.0874,2089.0874,0.119228,0,9,2089.0874,0.0,-0.0,from_high,SNXX3L_aug_high
SOXL3L_USDT,SOXL3L_jun_trough,0.0,0.1,10,none,True,1906,0.46705,0.87982,9,9,0,89.0874,0.0,89.0874,2089.0874,0.023459,0,9,2089.0874,0.0,-0.0,from_trough,SOXL3L_jun_trough
SNXX3L_USDT,SNXX3L_open_high,0.0,0.1,10,up,False,1469,1.00171,2.35386,167,167,0,271.9327,-36.5869,234.8177,2234.8177,0.598447,134,9,71.4047,2163.4131,0.0,from_high,SNXX3L_open_high
SOXL3S_USDT,SOXL3S_aug_trough,0.0,0.1,10,none,True,5412,0.465,0.9645,9,9,0,89.0874,0.0,89.0874,2089.0874,0.019425,0,9,2089.0874,0.0,0.0,from_trough,SOXL3S_aug_trough
SOXL3S_USDT,SOXL3S_aug_high,0.0,0.1,10,none,True,6274,0.5717,0.9645,9,9,0,89.0874,0.0,89.0874,2089.0874,0.222335,0,9,2089.0874,0.0,0.0,from_high,SOXL3S_aug_high
SOXL3L_USDT,SOXL3L_jun_trough,0.0,0.1,10,up,False,1906,0.46705,0.87982,182,182,0,324.4452,-4.7085,319.5447,2319.5447,0.337489,81,9,1524.2532,795.2915,-0.0,from_trough,SOXL3L_jun_trough
SOXL3S_USDT,SOXL3S_jun_high,0.0,0.1,10,up,False,2446,1.12385,1.83695,176,176,0,326.0863,-286.7279,38.8304,2038.8304,0.393585,83,9,125.5583,1913.2721,-0.0,from_high,SOXL3S_jun_high
SOXL3L_USDT,SOXL3L_jun_high,0.0,0.1,10,up,False,3860,0.80587,0.87982,15,15,0,99.6743,-4.4595,95.0709,2095.0709,0.413727,1,9,1499.5303,595.5405,-0.0,from_high,SOXL3L_jun_high
SNXX3L_USDT,SNXX3L_open_trough,0.0,0.1,10,up,False,1078,0.53062,2.35386,203,203,0,228.1476,-59.6946,167.9249,2167.9249,0.239157,351,9,27.6196,2140.3054,0.0,from_trough,SNXX3L_open_trough
SOXL3S_USDT,SOXL3S_jun_trough,0.0,0.1,10,up,False,1906,0.72385,1.83695,290,290,0,384.8772,-300.784,83.5652,2083.5652,0.26776,189,9,184.3492,1899.216,0.0,from_trough,SOXL3S_jun_trough
