symbol,fill_model,sizing,reanchor,initial_equity,final_equity,total_return,annualized_return,max_drawdown,max_intraday_drawdown,realized_grid_profit,inventory_unrealized_pnl,directional_pnl,gross_trading_profit,gross_fee,rebate_income,net_fee,ETF_management_fee,total_turnover_USDT,daily_average_turnover,number_of_grid_fills,number_of_round_trips,maker_fill_count,taker_fill_count,profit_per_100k_turnover,profit_per_1m_turnover,return / max_drawdown,Sharpe,Sortino,worst_day,best_day,longest_underwater_period,capital_utilization,grid_profit,initial_market_buy,initial_taker_fee,initial_slippage,reanchors,closed_grid_loss,paused_buys,window_id,confidence,allowed_in_stats,rebate_rate,n_prints,data_status,fee_source,range_mult,grid_n,start,end,regime
SOXL3S_USDT,base,fixed_quote,off,500.0,560.6040492619717,0.12120809852394343,12.597749339986864,,,60.9013698458552,-2578.5655945138974,0.0,-2517.664224668042,5.225498653042305,0.0,5.225498653042305,0.29732058388532306,6519.872310776567,407.49201942353545,1034,428,1034,1,929.5281621052678,9295.281621052678,,0.0,0.0,,,0,9.992007221626409e-16,60.9013698458552,192.01608842067805,0.16321367515757632,0.0,0,0.0,False,SOXL3S_USDT_v_reversal_14d_492,REAL_GATE_ETF_WINDOW,True,0.0,12938,ok,qtb.costs.fees._SPOT_VIP_TABLE[7],1.0,48,2026-07-15 21:00:00+00:00,2026-07-29 20:00:00+00:00,v_reversal
SOXL3S_USDT,base,fixed_quote,off,500.0,560.6040492619717,0.12120809852394343,12.597749339986864,,,60.9013698458552,-2578.5655945138974,0.0,-2517.664224668042,5.225498653042305,3.657849057129599,1.5676495959127057,0.29732058388532306,6519.872310776567,407.49201942353545,1034,428,1034,1,929.5281621052678,9295.281621052678,,0.0,0.0,,,0,9.992007221626409e-16,60.9013698458552,192.01608842067805,0.16321367515757632,0.0,0,0.0,False,SOXL3S_USDT_v_reversal_14d_492,REAL_GATE_ETF_WINDOW,True,0.7,12938,ok,qtb.costs.fees._SPOT_VIP_TABLE[7],1.0,48,2026-07-15 21:00:00+00:00,2026-07-29 20:00:00+00:00,v_reversal
SOXL3S_USDT,conservative,fixed_quote,off,500.0,558.5566246648482,0.11711324932969647,11.508851506363413,,,41.93720377137301,-1233.6690381696349,0.0,-1191.7318343982618,2.9174709316602847,0.0,2.9174709316602847,0.3742715548593939,3634.8376590490525,227.17735369056578,1133,398,1134,1,1610.9832173403802,16109.832173403804,,0.0,0.0,,,0,0.04478339879679205,41.93720377137301,192.03382662746054,0.16321367515757632,0.01773820678250872,0,0.0,False,SOXL3S_USDT_v_reversal_14d_492,REAL_GATE_ETF_WINDOW,True,0.0,12938,ok,qtb.costs.fees._SPOT_VIP_TABLE[7],1.0,48,2026-07-15 21:00:00+00:00,2026-07-29 20:00:00+00:00,v_reversal
SOXL3S_USDT,conservative,fixed_quote,off,500.0,558.5566246648482,0.11711324932969647,11.508851506363413,,,41.93720377137301,-1233.6690381696349,0.0,-1191.7318343982618,2.9174709316602847,2.0422296521621965,0.8752412794980882,0.3742715548593939,3634.8376590490525,227.17735369056578,1133,398,1134,1,1610.9832173403802,16109.832173403804,,0.0,0.0,,,0,0.04478339879679205,41.93720377137301,192.03382662746054,0.16321367515757632,0.01773820678250872,0,0.0,False,SOXL3S_USDT_v_reversal_14d_492,REAL_GATE_ETF_WINDOW,True,0.7,12938,ok,qtb.costs.fees._SPOT_VIP_TABLE[7],1.0,48,2026-07-15 21:00:00+00:00,2026-07-29 20:00:00+00:00,v_reversal
SOXL3S_USDT,base,fixed_quote,off,500.0,594.332043380806,0.18866408676161206,26.66467759911832,,,97.78297354970339,-5807.576543836037,0.0,-5709.793570286333,10.465970497208652,0.0,10.465970497208652,3.468222787572377,13070.46211598451,687.9190587360268,1818,748,1818,1,721.719267029149,7217.19267029149,,0.0,0.0,,,0,0.03511049564141511,97.78297354970339,192.01608842067802,0.16321367515757632,0.0,0,0.0,False,SOXL3S_USDT_rise_then_fall_60d_12,REAL_GATE_ETF_WINDOW,True,0.0,15862,ok,qtb.costs.fees._SPOT_VIP_TABLE[7],1.0,48,2026-06-25 21:00:00+00:00,2026-08-24 20:00:00+00:00,rise_then_fall
SOXL3S_USDT,base,fixed_quote,off,500.0,594.332043380806,0.18866408676161206,26.66467759911832,,,97.78297354970339,-5807.576543836037,0.0,-5709.793570286333,10.465970497208652,7.326179348046035,3.1397911491626163,3.468222787572377,13070.46211598451,687.9190587360268,1818,748,1818,1,721.719267029149,7217.19267029149,,0.0,0.0,,,0,0.03511049564141511,97.78297354970339,192.01608842067802,0.16321367515757632,0.0,0,0.0,False,SOXL3S_USDT_rise_then_fall_60d_12,REAL_GATE_ETF_WINDOW,True,0.7,15862,ok,qtb.costs.fees._SPOT_VIP_TABLE[7],1.0,48,2026-06-25 21:00:00+00:00,2026-08-24 20:00:00+00:00,rise_then_fall
SOXL3S_USDT,conservative,fixed_quote,off,500.0,584.9024086518323,0.1698048173036646,19.346718111476022,,,88.2590979678809,-4995.445750308877,0.0,-4907.186652340996,9.119333056299327,0.0,9.119333056299327,3.3739602820674173,11387.165314847834,599.3244902551492,1935,729,1935,1,745.5974011471249,7455.9740114712495,,0.0,0.0,,,0,0.03567653733342069,88.2590979678809,192.01634267926968,0.16321367515757632,0.0002542585916660482,0,0.0,False,SOXL3S_USDT_rise_then_fall_60d_12,REAL_GATE_ETF_WINDOW,True,0.0,15862,ok,qtb.costs.fees._SPOT_VIP_TABLE[7],1.0,48,2026-06-25 21:00:00+00:00,2026-08-24 20:00:00+00:00,rise_then_fall
SOXL3S_USDT,conservative,fixed_quote,off,500.0,584.9024086518323,0.1698048173036646,19.346718111476022,,,88.2590979678809,-4995.445750308877,0.0,-4907.186652340996,9.119333056299327,6.383533139409519,2.7357999168898077,3.3739602820674173,11387.165314847834,599.3244902551492,1935,729,1935,1,745.5974011471249,7455.9740114712495,,0.0,0.0,,,0,0.03567653733342069,88.2590979678809,192.01634267926968,0.16321367515757632,0.0002542585916660482,0,0.0,False,SOXL3S_USDT_rise_then_fall_60d_12,REAL_GATE_ETF_WINDOW,True,0.7,15862,ok,qtb.costs.fees._SPOT_VIP_TABLE[7],1.0,48,2026-06-25 21:00:00+00:00,2026-08-24 20:00:00+00:00,rise_then_fall
SOXL3S_USDT,base,fixed_quote,off,500.0,619.1726173095974,0.23834523461919477,28.74116689573496,,,128.00984454622014,-8424.514694439742,0.0,-8296.504849893521,14.813884977259734,0.0,14.813884977259734,4.068488803092495,18505.355216048563,804.5806615673289,2405,1025,2405,1,643.9898932944895,6439.898932944895,,0.0,0.0,,,0,0.16066805731611533,128.00984454622014,192.01608842067802,0.16321367515757632,0.0,0,0.0,False,SOXL3S_USDT_drop_then_rise_60d_108,REAL_GATE_ETF_WINDOW,True,0.0,19781,ok,qtb.costs.fees._SPOT_VIP_TABLE[7],1.0,48,2026-06-29 21:00:00+00:00,2026-08-28 20:00:00+00:00,drop_then_rise
SOXL3S_USDT,base,fixed_quote,off,500.0,619.1726173095974,0.23834523461919477,28.74116689573496,,,128.00984454622014,-8424.514694439742,0.0,-8296.504849893521,14.813884977259734,10.369719484081926,4.444165493177808,4.068488803092495,18505.355216048563,804.5806615673289,2405,1025,2405,1,643.9898932944895,6439.898932944895,,0.0,0.0,,,0,0.16066805731611533,128.00984454622014,192.01608842067802,0.16321367515757632,0.0,0,0.0,False,SOXL3S_USDT_drop_then_rise_60d_108,REAL_GATE_ETF_WINDOW,True,0.7,19781,ok,qtb.costs.fees._SPOT_VIP_TABLE[7],1.0,48,2026-06-29 21:00:00+00:00,2026-08-28 20:00:00+00:00,drop_then_rise
SOXL3S_USDT,conservative,fixed_quote,off,500.0,608.3513864977564,0.21670277299551266,21.482310642895857,,,116.3650540027466,-7332.881703050939,0.0,-7216.516649048192,13.15657676249659,0.0,13.15657676249659,3.922305355318172,16433.719947594447,714.509562938889,2544,1004,2544,1,659.3235545164365,6593.235545164365,,0.0,0.0,,,0,0.14159430299020925,116.3650540027466,192.01634267926968,0.16321367515757632,0.0002542585916660482,0,0.0,False,SOXL3S_USDT_drop_then_rise_60d_108,REAL_GATE_ETF_WINDOW,True,0.0,19781,ok,qtb.costs.fees._SPOT_VIP_TABLE[7],1.0,48,2026-06-29 21:00:00+00:00,2026-08-28 20:00:00+00:00,drop_then_rise
SOXL3S_USDT,conservative,fixed_quote,off,500.0,608.3513864977564,0.21670277299551266,21.482310642895857,,,116.3650540027466,-7332.881703050939,0.0,-7216.516649048192,13.15657676249659,9.209603733747608,3.9469730287489817,3.922305355318172,16433.719947594447,714.509562938889,2544,1004,2544,1,659.3235545164365,6593.235545164365,,0.0,0.0,,,0,0.14159430299020925,116.3650540027466,192.01634267926968,0.16321367515757632,0.0002542585916660482,0,0.0,False,SOXL3S_USDT_drop_then_rise_60d_108,REAL_GATE_ETF_WINDOW,True,0.7,19781,ok,qtb.costs.fees._SPOT_VIP_TABLE[7],1.0,48,2026-06-29 21:00:00+00:00,2026-08-28 20:00:00+00:00,drop_then_rise
SOXL3S_USDT,base,fixed_quote,off,500.0,272.45528923348115,-0.45508942153303766,-0.9990172121974419,,,51.92884001939983,-2570.221458939084,0.0,-2518.292618919684,4.2850593941324675,0.0,4.2850593941324675,4.5549699904631655,5344.323237139282,167.01010116060257,656,288,656,1,-4257.689901412463,-42576.899014124625,,0.0,0.0,,,0,0.5655950291632916,51.92884001939983,192.016088420678,0.1632136751575763,0.0,0,0.0,False,SOXL3S_USDT_v_reversal_30d_828,REAL_GATE_ETF_WINDOW,True,0.0,31818,ok,qtb.costs.fees._SPOT_VIP_TABLE[7],1.0,48,2026-07-29 21:00:00+00:00,2026-08-28 20:00:00+00:00,v_reversal
SOXL3S_USDT,base,fixed_quote,off,500.0,272.45528923348115,-0.45508942153303766,-0.9990172121974419,,,51.92884001939983,-2570.221458939084,0.0,-2518.292618919684,4.2850593941324675,2.9995415758927195,1.285517818239748,4.5549699904631655,5344.323237139282,167.01010116060257,656,288,656,1,-4257.689901412463,-42576.899014124625,,0.0,0.0,,,0,0.5655950291632916,51.92884001939983,192.016088420678,0.1632136751575763,0.0,0,0.0,False,SOXL3S_USDT_v_reversal_30d_828,REAL_GATE_ETF_WINDOW,True,0.7,31818,ok,qtb.costs.fees._SPOT_VIP_TABLE[7],1.0,48,2026-07-29 21:00:00+00:00,2026-08-28 20:00:00+00:00,v_reversal
SOXL3S_USDT,conservative,fixed_quote,off,500.0,320.5344826151033,-0.3589310347697934,-0.9937265370661351,,,46.79240356987914,-1913.4539750647386,0.0,-1866.6615714948596,3.513743410381302,0.0,3.513743410381302,3.6720643537729116,4380.178257450338,136.88057054532305,706,276,706,1,-4097.219492828631,-40972.19492828631,,0.0,0.0,,,0,0.3871380129735279,46.79240356987914,192.02344958948845,0.1632136751575763,0.007361168810468975,0,0.0,False,SOXL3S_USDT_v_reversal_30d_828,REAL_GATE_ETF_WINDOW,True,0.0,31818,ok,qtb.costs.fees._SPOT_VIP_TABLE[7],1.0,48,2026-07-29 21:00:00+00:00,2026-08-28 20:00:00+00:00,v_reversal
SOXL3S_USDT,conservative,fixed_quote,off,500.0,320.5344826151033,-0.3589310347697934,-0.9937265370661351,,,46.79240356987914,-1913.4539750647386,0.0,-1866.6615714948596,3.513743410381302,2.459620387266908,1.054123023114394,3.6720643537729116,4380.178257450338,136.88057054532305,706,276,706,1,-4097.219492828631,-40972.19492828631,,0.0,0.0,,,0,0.3871380129735279,46.79240356987914,192.02344958948845,0.1632136751575763,0.007361168810468975,0,0.0,False,SOXL3S_USDT_v_reversal_30d_828,REAL_GATE_ETF_WINDOW,True,0.7,31818,ok,qtb.costs.fees._SPOT_VIP_TABLE[7],1.0,48,2026-07-29 21:00:00+00:00,2026-08-28 20:00:00+00:00,v_reversal
SNXX3L_USDT,base,fixed_quote,off,600.0,735.1123688604564,0.22518728143409406,101.82981869151713,,,114.58703307969031,-2718.6705819775134,0.0,-2604.083548897823,5.949401416997338,0.0,5.949401416997338,1.6120904983870774,7424.402846580694,464.0251779112934,1973,751,1973,1,1819.841563724985,18198.415637249847,,0.0,0.0,,,0,0.04267894961477503,114.58703307969031,197.5827946554182,0.16794537545710547,0.0,0,0.0,False,SNXX3L_USDT_v_reversal_14d_132,REAL_GATE_ETF_WINDOW,True,0.0,16400,ok,qtb.costs.fees._SPOT_VIP_TABLE[7],1.0,64,2026-08-03 19:00:00+00:00,2026-08-17 18:00:00+00:00,v_reversal
